Num_Acc,dep,lat,long,date,hrmn,atm,mortel
201900000037,67,48.5708480,7.7587680,2019-11-29,13:40,2,False
201900000038,66,42.6969500,2.8993500,2019-11-29,13:50,1,False
201900000049,49,47.4653400, -0.5543300,2019-11-28,08:16,1,False
201900000051,45,47.8763800,1.9145000,2019-11-29,17:10,1,False
201900000059,33,44.8616500, -0.5730000,2019-11-22,18:45,2,False
201900000060,33,44.7727200, -0.5766400,2019-11-06,19:15,1,False
201900000064,33,44.8079300, -0.6170400,2019-11-27,17:40,2,False
201900000065,33,44.8202000, -0.5814500,2019-11-27,13:00,2,False
201900000102,71,46.6965100,4.3911800,2019-09-19,17:00,1,False
201900000113,974, -20.9058900,55.4783700,2019-09-20,20:05,1,False
201900000143,67,48.5450000,7.7746300,2019-09-19,17:45,1,False
201900000145,67,48.2569480,7.4552090,2019-09-19,14:08,1,False
201900000151,60,49.5782422,2.9943981,2019-02-17,07:45,1,False
201900000181,28,48.1574460,1.6877360,2019-02-16,15:30,1,False
201900000182,28,48.5515960,1.7361330,2019-02-18,11:45,1,True
201900000188,68,47.8164620,7.2676050,2019-02-14,15:15,1,False
201900000192,76,49.4425301,0.2726543,2019-02-17,19:10,1,False
201900000218,77,49.0716100,2.8051200,2019-02-16,17:10,1,False
201900000220,77,48.6092150,2.8869400,2019-02-15,16:40,7,False
201900000224,78,48.7150440,2.0019880,2019-02-16,14:43,1,False
201900000232,17,45.8264120, -1.1087060,2019-05-10,17:30,1,False
201900000240,64,43.4800542, -1.4416990,2019-05-08,10:00,2,False
201900000245,33,44.7205000, -0.6037100,2019-05-17,14:30,1,False
201900000254,72,47.6975360, -0.0894790,2019-05-04,11:20,1,False
201900000257,49,47.1841860, -1.1068360,2019-05-26,08:00,2,False
201900000293,27,49.1346320,1.1887900,2019-05-29,12:50,8,False
201900000305,62,50.4218350,2.6607360,2019-05-12,11:44,1,False
201900000307,67,48.5867200,7.7060000,2019-08-13,19:05,1,False
201900000310,67,48.5993420,7.7860490,2019-08-12,08:00,1,False
201900000320,64,43.2965300, -0.3730700,2019-08-16,20:00,1,False
201900000329,60,49.3889400,2.8827100,2019-08-16,22:40,1,False
201900000335,58,46.9919700,3.1613000,2019-07-27,18:00,1,False
201900000337,56,47.7458700, -3.3804500,2019-08-14,18:10,2,False
201900000345,51,49.2439100,4.0353200,2019-08-16,15:55,1,False
201900000350,49,47.4730700, -0.5622400,2019-08-13,15:45,1,False
201900000354,47,44.2113612,0.6466734,2019-08-14,15:20,1,False
201900000360,44,47.2596070, -2.3390750,2019-08-15,12:25,1,False
201900000368,35,48.1102097, -1.6741705,2019-08-17,23:00,3,False
201900000371,35,48.1219650, -1.7137060,2019-08-16,18:15,1,False
201900000374,35,48.1101900, -1.6842200,2019-08-13,08:45,1,False
201900000382,93,48.8958000,2.4098900,2019-06-14,07:11,1,False
201900000394,93,48.8578882,2.4351291,2019-06-13,14:30,1,False
201900000402,93,48.9263000,2.5452700,2019-06-19,09:37,1,False
201900000443,93,48.9078200,2.4945900,2019-06-18,19:15,1,False
201900000468,13,43.3526400,5.4820900,2019-10-24,17:10,1,False
201900000478,75,48.8881149,2.3598786,2019-10-24,08:30,1,False
201900000480,75,48.8361386,2.2972210,2019-10-24,19:55,1,False
201900000483,75,48.8756728,2.3195863,2019-10-24,20:10,1,False
201900000489,93,48.9077400,2.3442140,2019-10-24,13:00,1,False
201900000498,92,48.8451000,2.2176000,2019-10-24,18:25,1,False
201900000528,3,46.2949333,2.7353721,2019-10-24,14:40,1,False
201900000530,1,46.1073500,4.9627720,2019-10-25,11:50,1,False
201900000538,4,43.7778290,6.0276900,2019-10-25,17:25,1,False
201900000558,75,48.8384763,2.3570239,2019-11-29,19:26,1,False
201900000569,75,48.8667094,2.3512489,2019-11-29,13:45,2,False
201900000580,94,48.7445200,2.3971800,2019-11-29,16:30,1,False
201900000587,92,48.8798700,2.2333300,2019-11-29,20:50,8,False
201900000603,51,49.3481234,4.2125039,2019-11-30,17:10,1,True
201900000613,47,44.6360760,0.2417190,2019-11-29,15:35,7,True
201900000634,33,44.6365100, -1.0956600,2019-11-29,20:45,1,False
201900000641,67,48.6906490,7.7846270,2019-11-27,11:51,1,False
201900000669,75,48.8637090,2.2401166,2019-11-27,06:20,1,False
201900000670,75,48.8441850,2.3228920,2019-11-28,18:30,1,False
201900000678,94,48.7993000,2.3436000,2019-11-28,11:05,1,False
201900000684,93,48.8783400,2.4225100,2019-11-28,08:30,2,False
201900000690,92,48.8309329,2.2346122,2019-11-28,11:25,1,False
201900000701,51,48.9069063,4.0173334,2019-08-28,19:35,1,False
201900000708,29,48.4323110, -4.4413739,2019-10-22,17:15,1,False
201900000717,88,48.0244930,5.8090520,2019-11-28,17:50,2,False
201900000733,63,45.7959039,3.1651663,2019-09-01,15:32,1,False
201900000735,59,50.6946874,3.1949066,2019-09-20,22:40,1,False
201900000740,56,47.7557400, -3.3548100,2019-09-19,17:15,1,False
201900000750,41,47.5827000,1.2976000,2019-09-18,18:50,1,False
201900000764,33,44.7993100, -0.5769100,2019-09-20,14:20,1,False
201900000765,33,44.8821200, -0.5699800,2019-09-20,12:15,1,False
201900000771,31,43.6160000,1.4531700,2019-09-19,16:15,1,False
201900000774,22,48.5194100, -2.7882680,2019-09-15,11:00,1,False
201900000779,13,43.3700548,5.3460178,2019-09-20,17:30,1,False
201900000793,5,44.5672300,6.0971900,2019-09-19,09:00,1,False
201900000807,75,48.8259651,2.3531906,2019-09-20,19:25,1,False
201900000810,75,48.8341140,2.4435680,2019-09-20,15:35,1,False
201900000812,75,48.8771953,2.3230354,2019-09-20,15:45,1,False
201900000815,75,48.8552101,2.3458059,2019-09-20,17:20,1,False
201900000824,94,48.8400000,2.4700000,2019-09-20,12:15,1,False
201900000841,92,48.8679800,2.2249400,2019-09-20,14:30,1,False
201900000846,92,48.8236412,2.2554331,2019-09-08,10:35,1,False
201900000857,62,50.6184900,2.4705790,2019-09-20,09:00,1,False
201900000858,41,47.7467890,0.8643610,2019-09-20,19:45,1,True
201900000866,65,42.9876438, -0.0565356,2019-09-20,15:20,1,False
201900000879,50,49.4950110, -1.2656440,2019-09-21,15:35,1,False
201900000887,49,47.6493570, -0.4418740,2019-09-20,07:45,1,False
201900000888,35,48.1293510, -1.8095160,2019-09-14,16:10,1,False
201900000889,38,45.1263300,6.0432400,2019-09-21,10:30,1,False
201900000907,27,49.2493350,1.4390520,2019-09-20,11:15,1,False
201900000965,94,48.8191000,2.3806000,2019-12-20,20:50,2,False
201900000991,63,45.7928399,3.1198883,2019-10-13,12:10,1,False
201900001003,67,48.3772780,7.6191370,2019-02-14,13:36,7,False
201900001022,69,45.8124880,4.8183480,2019-01-30,18:10,1,False
201900001041,76,49.7503050,1.2846030,2019-02-17,12:48,6,False
201900001049,59,50.1777520,3.4714876,2019-02-14,17:35,7,False
201900001131,974, -20.9625800,55.6580400,2019-02-13,14:00,1,False
201900001142,69,45.7742200,4.8029000,2019-02-12,08:45,1,False
201900001156,83,43.1244700,6.1887500,2019-02-12,16:40,1,False
201900001164,67,48.5827300,7.7509700,2019-02-11,14:45,1,False
201900001166,67,48.5661800,7.7080000,2019-02-08,13:45,1,False
201900001174,64,43.4803700, -1.5222600,2019-02-11,15:25,2,False
201900001190,59,50.6436200,2.6401080,2019-05-23,08:30,1,False
201900001388,92,48.8743449,2.2206545,2019-06-09,19:45,1,False
201900001402,31,43.6488900,1.4330900,2019-08-14,18:43,1,False
201900001414,92,48.8428000,2.2211000,2019-06-11,19:44,1,False
201900001426,92,48.8765700,2.2012400,2019-05-31,12:40,1,False
201900001447,92,48.8949800,2.1918900,2019-06-14,14:25,1,True
201900001454,92,48.8923050,2.2094080,2019-06-06,17:00,1,False
201900001459,16,45.6921600, -0.3448800,2019-08-13,19:05,1,False
201900001471,14,49.1725600, -0.3545300,2019-08-08,09:10,1,False
201900001476,92,48.8925282,2.2794899,2019-06-19,14:40,1,False
201900001498,92,48.9396133,2.3039875,2019-06-17,17:39,1,False
201900001499,13,43.2487840,5.4417060,2019-08-13,09:00,1,False
201900001507,10,48.2970000,4.1200000,2019-08-17,10:47,2,False
201900001509,10,48.3063000,4.0491000,2019-08-14,18:02,1,False
201900001511,92,48.9145500,2.2939300,2019-06-11,18:55,3,False
201900001523,92,48.9003040,2.2609210,2019-06-10,16:18,1,False
201900001544,5,44.5588200,6.0680700,2019-08-14,09:10,1,False
201900001545,5,44.9056000,6.6302000,2019-08-14,08:25,1,False
201900001547,92,48.9230345,2.2544218,2019-06-10,16:40,1,False
201900001553,92,48.7851000,2.2394300,2019-06-03,18:00,1,False
201900001554,92,48.7872646,2.2561842,2019-06-01,13:20,1,False
201900001590,75,48.8989116,2.3590122,2019-08-15,22:00,2,False
201900001618,87,45.9386110,1.4586490,2019-06-11,10:45,2,False
201900001625,75,48.8765705,2.3465735,2019-08-13,15:30,1,False
201900001633,75,48.8708792,2.3467142,2019-08-16,00:01,1,False
201900001636,75,48.8586818,2.3587801,2019-08-15,15:45,8,False
201900001657,94,48.7892500,2.4652200,2019-08-13,12:00,1,False
201900001736,84,44.1607480,5.1468650,2019-08-17,14:15,1,False
201900001737,84,44.2051860,5.0223070,2019-07-25,12:50,1,False
201900001738,31,43.5040470,1.2483680,2019-08-16,11:45,1,False
201900001740,68,48.1373590,7.3227250,2019-08-14,15:55,1,False
201900001754,57,49.2083540,6.1542470,2019-10-24,17:45,1,False
201900001792,71,46.7849000,4.4347200,2019-10-21,17:45,1,False
201900001814,63,45.7825000,3.0982500,2019-10-23,08:10,1,False
201900001818,59,50.6460000,3.1290000,2019-10-23,08:25,1,False
201900001857,75,48.8986751,2.3670130,2019-10-23,17:10,8,False
201900001858,75,48.8912100,2.3396426,2019-10-23,16:00,2,False
201900001859,75,48.8732275,2.3642030,2019-10-23,14:30,8,False
201900001860,75,48.8868300,2.3596900,2019-10-23,10:38,8,False
201900001862,75,48.8786745,2.3008495,2019-10-23,17:00,1,False
201900001869,75,48.8481109,2.3974879,2019-10-23,11:50,1,False
201900001870,75,48.8698630,2.3607300,2019-10-23,18:30,1,False
201900001907,64,43.2208915, -0.8878753,2019-10-23,16:00,8,False
201900001927,44,47.3449961, -2.0706043,2019-11-28,17:20,1,False
201900001967,76,49.4317400,1.0702000,2019-11-26,16:45,1,False
201900001969,76,49.5318400,0.1031600,2019-11-25,17:30,1,False
201900001973,69,45.7632400,4.9705900,2019-11-27,06:50,1,False
201900001981,54,48.6970500,6.1756440,2019-11-25,13:05,1,False
201900001987,37,47.4177118,0.6655841,2019-11-27,19:15,1,False
201900001988,37,47.3884900,0.6904100,2019-11-27,08:00,2,False
201900001997,31,43.6154800,1.4353800,2019-11-27,05:30,1,False
201900002028,75,48.8745444,2.3866577,2019-11-27,20:32,1,False
201900002071,68,47.5324190,7.3332350,2019-11-27,12:00,1,False
201900002073,29,47.9133560, -4.3162860,2019-11-23,17:25,8,False
201900002083,974, -21.2217070,55.5604410,2019-11-28,05:45,1,True
201900002105,38,45.1940600,5.7674900,2019-12-16,07:30,1,False
201900002109,974, -20.8894413,55.4799324,2019-12-20,15:15,1,False
201900002137,6,43.7169600,7.2555230,2019-12-02,09:55,1,False
201900002143,62,50.9263700,1.9038530,2019-12-10,05:30,8,False
201900002151,76,49.3920800,1.0870400,2019-12-16,13:25,1,False
201900002172,29,48.4023988, -4.4885748,2019-09-11,08:25,8,False
201900002187,6,43.6652260,7.2029889,2019-09-15,10:30,1,False
201900002191,10,48.2560330,4.2075810,2019-07-06,11:25,1,True
201900002192,38,45.5906930,5.6135070,2019-09-29,18:05,1,False
201900002200,61,48.5187790,0.3707250,2019-08-05,12:00,1,False
201900002255,6,43.8820810,7.3594460,2019-07-01,11:40,7,False
201900002273,38,45.1881000,5.7284000,2019-09-19,12:05,1,False
201900002288,69,45.7916400,4.8605300,2019-09-19,18:25,1,False
201900002318,64,43.4703700, -1.5688600,2019-09-17,11:40,1,False
201900002342,13,43.2856680,5.3530210,2019-09-18,17:40,1,False
201900002352,75,48.8641600,2.3922300,2019-09-19,18:50,1,False
201900002363,75,48.8375241,2.2567195,2019-09-18,09:20,1,False
201900002365,75,48.8470311,2.4114947,2019-09-19,20:00,1,False
201900002369,75,48.8748100,2.3736260,2019-09-19,18:41,1,False
201900002371,75,48.8543470,2.3449290,2019-09-19,10:30,1,False
201900002393,93,48.9052330,2.4903640,2019-09-19,17:10,1,False
201900002423,34,43.5624760,3.1806360,2019-09-20,10:25,1,True
201900002432,18,47.5158280,2.4022350,2019-09-20,10:05,7,False
201900002452,49,47.4634320, -0.5526160,2019-02-11,17:55,1,False
201900002455,47,44.2056200,0.6165000,2019-02-11,15:07,1,False
201900002479,29,48.4018237, -4.5024778,2019-02-12,15:45,1,False
201900002518,75,48.8601140,2.3664630,2019-02-11,11:43,1,False
201900002542,44,47.2675270, -2.4542160,2019-02-12,15:10,1,False
201900002563,26,44.4208698,4.8708923,2019-02-13,14:50,1,False
201900002566,64,43.2391060, -0.4222360,2019-02-14,16:25,1,False
201900002567,24,44.7169650,0.7994390,2019-02-14,13:50,1,True
201900002579,42,46.0430420,4.0535410,2019-02-05,19:10,1,False
201900002618,972,14.6566850, -60.9785100,2019-02-09,15:50,1,False
201900002628,973,4.9325935, -52.3185575,2019-07-09,16:50,1,False
201900002642,88,48.2927070,6.9357530,2019-07-08,17:25,1,False
201900002671,50,48.8403800, -1.5591900,2019-05-27,17:45,1,False
201900002676,37,47.3502651,0.7404631,2019-07-09,17:30,1,False
201900002680,35,48.0902936, -1.6927318,2019-07-08,17:15,7,False
201900002683,34,43.6042871,3.8835333,2019-07-09,13:10,1,False
201900002899,29,48.4474450, -4.2700320,2019-07-25,18:30,1,False
201900002960,62,50.4350510,1.6093290,2019-08-16,18:35,1,False
201900002961,69,45.7785600,4.8798600,2019-10-22,09:35,8,False
201900002988,59,50.6495500,2.9866700,2019-10-22,11:10,1,False
201900002992,68,48.0959810,7.5334860,2019-06-08,13:55,1,False
201900002994,79,46.6096020, -0.2355090,2019-08-13,14:40,1,False
201900003008,65,42.8877072,0.3213380,2019-08-14,12:00,1,False
201900003010,65,42.8556290, -0.1280500,2019-08-14,12:00,1,False
201900003013,974, -21.2557370,55.5226000,2019-06-04,16:15,1,False
201900003036,12,44.4290190,2.9628180,2019-08-15,07:55,2,True
201900003041,35,48.1138900, -1.6397900,2019-10-21,09:20,1,True
201900003045,84,44.1520630,4.8849160,2019-06-08,15:45,1,False
201900003063,28,48.4460000,1.5260000,2019-10-19,12:20,1,False
201900003069,76,49.5857000,0.1207000,2019-06-16,11:20,1,False
201900003076,28,48.3955660,1.4928140,2019-06-01,15:00,1,False
201900003088,35,47.8289510, -1.9502930,2019-04-16,15:30,1,False
201900003089,25,47.1179200,6.6140270,2019-08-16,17:30,1,False
201900003114,75,48.8510200,2.4158100,2019-10-22,18:15,1,False
201900003121,75,48.9001468,2.3873126,2019-10-22,20:55,1,False
201900003124,58,47.4111230,2.9257370,2019-06-08,09:15,1,False
201900003128,971,15.9700650, -61.6428620,2019-06-07,17:25,1,False
201900003131,62,50.5069470,1.6273140,2019-06-06,17:45,1,False
201900003142,974, -21.2166610,55.3080870,2019-06-03,16:20,1,False
201900003148,75,48.8353580,2.4065948,2019-10-22,11:30,1,False
201900003150,75,48.8569071,2.3816180,2019-10-22,18:20,1,False
201900003152,75,48.8535785,2.3804157,2019-10-22,16:15,1,False
201900003155,75,48.8245899,2.3193970,2019-10-22,00:45,1,False
201900003166,50,48.5248470, -1.3100960,2019-08-17,12:05,2,False
201900003222,27,49.4121830,0.4241120,2019-08-13,18:20,2,False
201900003224,17,45.9174380, -0.4453770,2019-08-14,11:35,1,False
201900003243,30,43.9706260,4.2786000,2019-08-02,10:05,1,False
201900003245,49,47.4983010, -0.8072340,2019-10-19,18:38,2,False
201900003256,88,48.1083330,6.5668530,2019-07-30,17:50,8,False
201900003265,69,45.7638100,4.7735220,2019-08-13,08:20,1,False
201900003293,73,45.4358454,6.2800275,2019-10-23,19:30,2,False
201900003336,5,44.6549470,6.6521250,2019-08-14,16:10,1,False
201900003362,974, -21.0687800,55.2893260,2019-09-25,17:53,1,False
201900003363,973,5.1559780, -52.6598860,2019-10-21,19:30,1,False
201900003371,68,47.9924620,7.1303060,2019-08-16,16:30,1,False
201900003376,67,48.9012060,7.9779990,2019-08-16,16:25,1,False
201900003379,78,48.8895320,1.7223260,2019-05-31,09:50,7,False
201900003388,67,48.4782390,7.2181460,2019-06-04,23:54,1,False
201900003410,2B,42.3047450,9.1574920,2019-06-06,11:25,1,False
201900003437,44,47.2199920, -1.7246690,2019-08-07,10:15,1,False
201900003476,22,48.6273770, -2.2661110,2019-03-27,14:00,1,True
201900003478,60,49.1868240,2.4595940,2019-03-14,12:55,1,False
201900003491,86,46.5688900,0.3539800,2019-02-21,18:55,1,False
201900003522,69,45.7521800,4.8472300,2019-03-25,19:40,8,False
201900003550,69,45.7199800,4.9324400,2019-09-14,12:15,1,False
201900003552,67,48.5745500,7.7666700,2019-10-31,15:25,8,False
201900003564,35,48.1286250, -1.6641360,2019-11-04,10:30,1,True
201900003590,973,4.9302290, -52.3089410,2019-11-25,13:32,1,False
201900003591,973,4.9237660, -52.3250410,2019-11-25,13:08,2,False
201900003621,67,48.6211400,7.7596390,2019-11-25,19:10,2,False
201900003628,59,50.7621490,3.0781111,2019-11-26,18:27,2,False
201900003641,38,45.3634540,5.5908550,2019-11-26,08:05,8,False
201900003647,31,43.6112200,1.4405900,2019-11-26,10:10,1,False
201900003672,3,46.3478837,2.5954223,2019-11-26,19:58,1,False
201900003681,75,48.8345773,2.3673620,2019-11-26,18:00,1,False
201900003682,75,48.8311376,2.3718955,2019-11-26,08:45,8,False
201900003685,75,48.8514329,2.3699002,2019-11-25,22:15,2,False
201900003686,75,48.8618580,2.3834096,2019-11-26,19:00,8,False
201900003688,75,48.8595305,2.3487901,2019-11-26,19:45,2,False
201900003689,75,48.8680848,2.3311400,2019-11-25,09:15,1,False
201900003695,93,48.9454000,2.3639000,2019-11-25,00:20,1,False
201900003790,92,48.9007000,2.3170100,2019-12-20,15:40,8,False
201900003836,35,48.0813700, -1.7137600,2019-12-17,16:30,1,False
201900003839,29,48.3733450, -4.5883910,2019-11-28,17:50,2,False
201900003852,75,48.8660025,2.3706578,2019-09-20,08:05,1,False
201900003891,38,45.0883200,5.7310000,2019-09-15,11:00,1,False
201900003919,974, -20.8974000,55.4808000,2019-09-16,10:15,1,False
201900003922,69,45.7455300,4.8712200,2019-09-19,00:05,1,False
201900003929,87,45.8293600,1.2447000,2019-09-17,14:25,1,False
201900003939,67,48.5768730,7.7673730,2019-09-17,18:20,1,False
201900003940,67,48.5737530,7.7185340,2019-09-17,17:35,8,False
201900003953,56,47.7438357, -3.3810682,2019-09-17,17:10,1,False
201900003967,37,47.4269157,0.6902293,2019-09-18,18:34,1,False
201900003970,35,48.1177600, -1.6320400,2019-09-18,17:30,1,False
201900003980,14,49.2068600, -0.3156400,2019-09-18,16:00,1,False
201900003981,14,49.1486700, -0.3401100,2019-09-18,12:05,1,False
201900003998,75,48.8633010,2.2866610,2019-09-18,13:40,1,False
201900004001,75,48.8367520,2.2995440,2019-09-18,16:25,1,False
201900004015,93,48.9143500,2.4102300,2019-09-18,08:49,1,False
201900004020,92,48.8219710,2.2892180,2019-09-18,19:40,1,False
201900004021,92,48.8645810,2.2074000,2019-09-17,19:30,1,False
201900004034,59,50.9840600,2.5901680,2019-09-17,09:40,1,False
201900004054,2,49.3811420,3.8288310,2019-09-19,09:45,7,False
201900004057,60,49.3003579,2.6038163,2019-09-18,19:05,1,False
201900004060,64,43.2152791, -0.8962425,2019-09-19,07:20,8,False
201900004063,14,49.1949600, -0.3598700,2019-07-09,20:10,1,False
201900004088,75,48.8313870,2.2915770,2019-07-08,09:00,1,False
201900004093,75,48.8234340,2.3750580,2019-07-09,13:20,1,False
201900004094,75,48.8751010,2.3410220,2019-07-09,11:05,1,False
201900004107,93,48.8572700,2.4305100,2019-07-09,18:30,1,False
201900004112,93,48.9307000,2.4784000,2019-07-09,00:30,1,False
201900004114,92,48.8215264,2.2034948,2019-07-07,20:00,1,False
201900004119,92,48.8200180,2.2433608,2019-07-09,08:45,1,False
201900004124,92,48.9195100,2.2672300,2019-07-05,10:30,1,False
201900004131,84,44.1559430,5.1474940,2019-07-06,14:10,1,False
201900004133,35,48.4268440, -1.8905970,2019-07-10,08:30,1,False
201900004136,65,43.2786164,0.1092397,2019-07-10,10:15,1,False
201900004156,2,49.7197200,4.0747590,2019-07-09,21:00,1,False
201900004170,971,16.0577930, -61.7620920,2019-07-09,11:45,1,False
201900004178,54,48.6134900,6.1186690,2019-07-08,14:45,1,False
201900004181,26,44.3323010,5.1075100,2019-07-10,10:50,1,False
201900004186,44,47.4378460, -1.4998950,2019-07-10,10:20,1,False
201900004201,63,45.7715838,3.0832312,2019-07-05,18:15,1,False
201900004206,94,48.8050700,2.4146500,2019-07-06,21:20,1,False
201900004207,92,48.7972900,2.2807300,2019-07-07,21:15,1,False
201900004221,69,45.7910100,4.8084600,2019-07-08,09:15,1,False
201900004222,69,45.7568400,4.8160300,2019-07-08,06:55,1,False
201900004229,80,49.8418100,2.3117800,2019-07-06,15:35,1,False
201900004230,77,48.3949700,2.9663000,2019-07-07,22:05,1,False
201900004231,76,49.4528600,1.0935000,2019-07-07,12:40,1,False
201900004235,76,49.5034900,0.2140200,2019-07-06,13:30,1,False
201900004236,67,48.5694610,7.7630970,2019-07-05,11:50,1,False
201900004244,972,14.6569000, -60.9773500,2019-02-09,15:50,1,False
201900004260,91,48.6907640,2.3802340,2019-02-08,21:45,8,False
201900004266,86,46.5920200,0.3378700,2019-02-10,13:35,1,False
201900004270,84,43.9548800,4.8236500,2019-02-08,17:05,1,False
201900004295,71,46.3018561,4.8315016,2019-02-11,09:56,1,False
201900004312,64,43.3233900, -0.3602700,2019-02-08,08:05,1,False
201900004345,49,47.4734900, -0.5453300,2019-02-09,01:00,8,False
201900004354,45,47.8929010,1.8992250,2019-02-07,13:40,1,False
201900004370,37,47.3802100,0.6893300,2019-02-09,12:40,1,False
201900004372,37,47.3813751,0.7064478,2019-02-07,11:45,1,False
201900004382,35,48.1080300, -1.6162800,2019-02-08,18:10,3,False
201900004386,35,48.1155300, -1.6332000,2019-02-07,17:10,1,False
201900004388,35,48.0973200, -1.6578600,2019-02-06,09:35,8,False
201900004393,34,43.6395400,3.8394600,2019-02-07,18:35,1,False
201900004399,31,43.6007200,1.4286100,2019-02-09,19:05,1,False
201900004400,31,43.6053100,1.4579200,2019-02-10,17:20,2,False
201900004402,31,43.6185900,1.3036100,2019-02-08,17:25,1,False
201900004440,62,50.4303700,2.8135100,2019-04-09,21:35,2,False
201900004465,976, -12.7880800,45.2200400,2019-04-23,10:20,1,False
201900004469,976, -12.7841400,45.2230400,2019-04-19,19:50,1,False
201900004487,974, -20.9533800,55.6714300,2019-04-20,09:05,2,False
201900004494,973,4.9393383, -52.3332024,2019-04-24,15:10,2,False
201900004500,973,4.9328287, -52.3248875,2019-04-17,11:45,1,False
201900004511,69,45.7636300,4.8438600,2019-04-23,13:05,1,False
201900004534,69,45.7756700,4.8027700,2019-04-28,18:45,2,False
201900004558,91,48.7373800,2.2696800,2019-04-19,21:15,1,False
201900004597,69,45.7392400,4.8830400,2019-03-21,09:50,1,False
201900004612,69,45.7677200,4.8378800,2019-03-22,15:00,1,False
201900004616,69,45.7898500,4.8124400,2019-03-21,17:30,1,False
201900004671,82,44.0127280,1.3462140,2019-03-20,16:20,1,False
201900004674,78,49.0098060,1.9605930,2019-03-25,18:10,1,False
201900004677,78,48.9879400,1.8043400,2019-03-19,18:00,1,False
201900004686,76,49.5185100,0.1169600,2019-03-24,17:30,1,False
201900004688,76,49.5014020,0.1500919,2019-03-20,17:28,1,False
201900004689,76,49.4971900,0.1132950,2019-03-19,15:55,1,False
201900004706,69,45.6019400,4.7702300,2019-03-20,14:00,1,False
201900004708,67,48.5189720,7.7138030,2019-03-24,14:40,1,False
201900004711,67,48.5974000,7.7769340,2019-03-22,15:30,1,False
201900004713,67,48.5788520,7.7590960,2019-03-21,12:00,1,False
201900004714,67,48.6169065,7.7681960,2019-03-20,16:25,1,False
201900004719,66,42.6960244,2.9055909,2019-03-21,11:15,1,False
201900004722,64,43.3845300, -1.6664500,2019-03-22,07:45,1,False
201900004728,64,43.4799185, -1.5355393,2019-03-22,09:50,1,False
201900004729,64,43.4684589, -1.5547749,2019-03-22,10:20,1,False
201900004737,62,50.4836710,2.9618020,2019-01-05,17:10,1,False
201900004742,60,49.4181800,2.0921500,2019-03-22,13:10,1,False
201900004745,59,50.6526400,3.0309100,2019-03-11,10:20,1,False
201900004760,44,47.2347489, -1.6644483,2019-10-17,16:30,7,False
201900004780,63,45.8417909,3.1577969,2019-10-19,12:00,8,False
201900004782,49,47.4736500, -0.5482700,2019-10-20,22:20,2,False
201900004787,976, -12.8005300,45.2090300,2019-10-21,17:46,1,False
201900004818,54,48.6919300,6.1696700,2019-10-10,07:30,2,False
201900004821,49,47.4714400, -0.5519200,2019-10-18,16:33,2,False
201900004839,31,43.6147800,1.4107200,2019-10-18,19:20,1,False
201900004846,18,47.0595400,2.3861700,2019-10-16,09:00,1,False
201900004850,13,43.8360030,4.7232330,2019-10-15,18:35,1,False
201900004855,13,43.5123920,5.4224700,2019-10-17,21:00,1,True
201900004856,8,49.7549620,4.7198910,2019-10-18,16:30,1,False
201900004864,75,48.8453443,2.2785540,2019-10-21,08:50,8,False
201900004867,75,48.8837290,2.3512540,2019-10-21,18:43,1,False
201900004870,94,48.8400000,2.4200000,2019-10-21,11:15,1,False
201900004893,68,47.7772090,7.5055690,2019-10-20,16:05,1,True
201900004898,79,46.7249870, -0.5882800,2019-10-21,17:30,1,False
201900004914,67,48.9872030,8.1000130,2019-10-22,19:15,1,True
201900004926,44,47.2459000, -1.7289370,2019-10-12,14:30,1,False
201900004929,27,49.0642440,1.3745820,2019-10-22,15:30,1,False
201900004944,32,43.3305260,0.5691020,2019-06-13,16:25,1,False
201900004991,49,47.5492510, -0.4901370,2019-06-04,17:30,1,False
201900005020,34,43.6333750,3.3223210,2019-05-25,11:00,1,False
201900005025,68,47.9430650,7.4467240,2019-06-07,07:35,1,False
201900005026,68,47.9147370,7.4453800,2019-06-05,18:05,1,False
201900005033,68,48.0906130,7.2375190,2019-06-05,10:40,1,False
201900005034,68,48.0739010,7.2608710,2019-06-01,10:30,7,False
201900005036,22,48.7315130, -3.2424720,2019-05-31,09:50,1,False
201900005046,39,46.6573040,5.5396870,2019-06-02,11:30,1,False
201900005047,25,47.1543140,6.6791680,2019-06-13,20:00,1,False
201900005048,25,47.3479390,6.8413390,2019-06-14,18:30,1,False
201900005051,44,47.4376140, -2.1648270,2019-06-10,14:40,1,True
201900005053,44,47.4618148, -2.2080269,2019-06-01,09:35,1,False
201900005090,38,45.4926900,5.7061890,2019-06-12,14:15,1,False
201900005101,3,46.3134683,3.2871316,2019-06-12,13:45,1,False
201900005118,70,47.7431960,6.5563010,2019-06-05,17:45,1,False
201900005134,59,50.4706970,3.0459670,2019-07-14,02:35,1,True
201900005236,17,46.1572400, -1.1569100,2019-08-12,18:57,1,False
201900005237,17,46.1599300, -1.1676100,2019-08-12,18:10,1,False
201900005240,14,49.1725400, -0.3545200,2019-08-08,09:15,1,False
201900005242,13,43.3440610,5.3594490,2019-08-12,16:05,1,False
201900005256,94,48.8491500,2.4200000,2019-08-12,09:45,1,False
201900005263,93,48.8842500,2.4348400,2019-08-11,11:10,1,False
201900005271,92,48.8269300,2.2421100,2019-08-12,17:30,1,False
201900005279,42,45.4130470,4.5364850,2019-08-13,11:30,1,False
